global_id,provenance_split,archive_split,source_dataset,scene_id,packet_directory,metadata_member,original_observation_id,quality_category,resolution,camera_px,parent_group,candidate_split,parent_present_in_locked_physical_test,selection_view_index,source,known_development_exposure
obs_143231,train,train,ScanNet,scene0669_01,train/obs_143231,train/obs_143231/metadata.json,obs_011,EASY,0.01,"[128,192]",ScanNet:scene0669,train,True,1,ScanNet,parent_pilot_development
obs_152197,train,train,ScanNet,scene0511_01,train/obs_152197,train/obs_152197/metadata.json,obs_022,LEARNABLE,0.01,"[128,192]",ScanNet:scene0511,train,True,0,ScanNet,
obs_165808,test,train,ScanNet,scene0511_00,train/obs_165808,train/obs_165808/metadata.json,obs_021,LEARNABLE,0.01,"[128,192]",ScanNet:scene0511,train,True,1,ScanNet,
obs_167248,train,train,ScanNet,scene0508_01,train/obs_167248,train/obs_167248/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",ScanNet:scene0508,train,True,0,ScanNet,
obs_161978,train,train,ScanNet,scene0508_00,train/obs_161978,train/obs_161978/metadata.json,obs_016,EASY,0.01,"[128,192]",ScanNet:scene0508,train,True,1,ScanNet,
obs_147879,train,train,ScanNet,scene0300_01,train/obs_147879,train/obs_147879/metadata.json,obs_010,EASY,0.01,"[128,192]",ScanNet:scene0300,train,True,0,ScanNet,
obs_162904,train,train,ScanNet,scene0300_00,train/obs_162904,train/obs_162904/metadata.json,obs_022,EASY,0.01,"[128,192]",ScanNet:scene0300,train,True,1,ScanNet,
obs_158948,train,train,ScanNet,scene0208_00,train/obs_158948,train/obs_158948/metadata.json,obs_018,EASY,0.01,"[128,192]",ScanNet:scene0208,train,True,0,ScanNet,
obs_158629,train,train,ScanNet,scene0208_00,train/obs_158629,train/obs_158629/metadata.json,obs_023,EASY,0.01,"[128,192]",ScanNet:scene0208,train,True,1,ScanNet,
obs_145486,train,train,ScanNet,scene0498_00,train/obs_145486,train/obs_145486/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",ScanNet:scene0498,train,True,0,ScanNet,
obs_154076,train,train,ScanNet,scene0498_02,train/obs_154076,train/obs_154076/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",ScanNet:scene0498,train,True,1,ScanNet,
obs_160678,test,train,ScanNet,scene0599_00,train/obs_160678,train/obs_160678/metadata.json,obs_013,EASY,0.01,"[128,192]",ScanNet:scene0599,train,True,0,ScanNet,
obs_156902,test,train,ScanNet,scene0599_00,train/obs_156902,train/obs_156902/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",ScanNet:scene0599,train,True,1,ScanNet,
obs_160996,train,train,ScanNet,scene0373_01,train/obs_160996,train/obs_160996/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",ScanNet:scene0373,train,True,0,ScanNet,
obs_155878,train,train,ScanNet,scene0373_01,train/obs_155878,train/obs_155878/metadata.json,obs_004,EASY,0.01,"[128,192]",ScanNet:scene0373,train,True,1,ScanNet,
obs_151775,train,train,ScanNet,scene0248_02,train/obs_151775,train/obs_151775/metadata.json,obs_015,EASY,0.01,"[128,192]",ScanNet:scene0248,train,True,0,ScanNet,
obs_156037,train,train,ScanNet,scene0248_01,train/obs_156037,train/obs_156037/metadata.json,obs_019,EASY,0.01,"[128,192]",ScanNet:scene0248,train,True,1,ScanNet,
obs_148762,train,train,ScanNet,scene0679_01,train/obs_148762,train/obs_148762/metadata.json,obs_017,EASY,0.01,"[128,192]",ScanNet:scene0679,train,True,0,ScanNet,
obs_163697,train,train,ScanNet,scene0679_01,train/obs_163697,train/obs_163697/metadata.json,obs_008,EASY,0.01,"[128,192]",ScanNet:scene0679,train,True,1,ScanNet,
obs_166667,train,train,ScanNet,scene0309_00,train/obs_166667,train/obs_166667/metadata.json,obs_001,EASY,0.01,"[128,192]",ScanNet:scene0309,train,True,0,ScanNet,
obs_157214,train,train,ScanNet,scene0309_00,train/obs_157214,train/obs_157214/metadata.json,obs_022,LEARNABLE,0.01,"[128,192]",ScanNet:scene0309,train,True,1,ScanNet,
obs_156995,train,train,ScanNet,scene0070_00,train/obs_156995,train/obs_156995/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",ScanNet:scene0070,train,True,0,ScanNet,
obs_167111,train,train,ScanNet,scene0070_00,train/obs_167111,train/obs_167111/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0070,train,True,1,ScanNet,
obs_159374,test,train,ScanNet,scene0616_01,train/obs_159374,train/obs_159374/metadata.json,obs_017,EASY,0.01,"[128,192]",ScanNet:scene0616,train,True,0,ScanNet,
obs_152254,train,train,ScanNet,scene0616_00,train/obs_152254,train/obs_152254/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",ScanNet:scene0616,train,True,1,ScanNet,
obs_168802,train,train,ScanNet,scene0009_01,train/obs_168802,train/obs_168802/metadata.json,obs_019,EASY,0.01,"[128,192]",ScanNet:scene0009,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_155273,train,train,ScanNet,scene0009_02,train/obs_155273,train/obs_155273/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",ScanNet:scene0009,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_165599,train,train,ScanNet,scene0528_01,train/obs_165599,train/obs_165599/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",ScanNet:scene0528,train,True,0,ScanNet,
obs_159168,train,train,ScanNet,scene0528_00,train/obs_159168,train/obs_159168/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",ScanNet:scene0528,train,True,1,ScanNet,
obs_154827,validation,train,ScanNet,scene0285_00,train/obs_154827,train/obs_154827/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",ScanNet:scene0285,train,True,0,ScanNet,
obs_146963,validation,train,ScanNet,scene0285_00,train/obs_146963,train/obs_146963/metadata.json,obs_004,EASY,0.01,"[128,192]",ScanNet:scene0285,train,True,1,ScanNet,
obs_146925,train,train,ScanNet,scene0043_01,train/obs_146925,train/obs_146925/metadata.json,obs_009,EASY,0.01,"[128,192]",ScanNet:scene0043,train,True,0,ScanNet,
obs_167978,train,train,ScanNet,scene0043_00,train/obs_167978,train/obs_167978/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",ScanNet:scene0043,train,True,1,ScanNet,
obs_147743,train,train,ScanNet,scene0394_01,train/obs_147743,train/obs_147743/metadata.json,obs_017,LEARNABLE,0.01,"[128,192]",ScanNet:scene0394,train,True,0,ScanNet,
obs_144713,train,train,ScanNet,scene0394_00,train/obs_144713,train/obs_144713/metadata.json,obs_008,LEARNABLE,0.01,"[128,192]",ScanNet:scene0394,train,True,1,ScanNet,
obs_150485,train,train,ScanNet,scene0667_00,train/obs_150485,train/obs_150485/metadata.json,obs_001,EASY,0.01,"[128,192]",ScanNet:scene0667,train,True,0,ScanNet,
obs_163355,validation,train,ScanNet,scene0667_01,train/obs_163355,train/obs_163355/metadata.json,obs_011,LEARNABLE,0.01,"[128,192]",ScanNet:scene0667,train,True,1,ScanNet,
obs_148319,train,train,ScanNet,scene0553_01,train/obs_148319,train/obs_148319/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0553,train,True,0,ScanNet,
obs_164401,train,train,ScanNet,scene0553_00,train/obs_164401,train/obs_164401/metadata.json,obs_009,EASY,0.01,"[128,192]",ScanNet:scene0553,train,True,1,ScanNet,
obs_150396,train,train,ScanNet,scene0688_00,train/obs_150396,train/obs_150396/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",ScanNet:scene0688,train,False,0,ScanNet,
obs_157818,train,train,ScanNet,scene0688_00,train/obs_157818,train/obs_157818/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0688,train,False,1,ScanNet,
obs_169281,train,train,ScanNet,scene0151_00,train/obs_169281,train/obs_169281/metadata.json,obs_016,EASY,0.01,"[128,192]",ScanNet:scene0151,train,True,0,ScanNet,
obs_169554,train,train,ScanNet,scene0151_00,train/obs_169554,train/obs_169554/metadata.json,obs_004,EASY,0.01,"[128,192]",ScanNet:scene0151,train,True,1,ScanNet,
obs_161532,train,train,ScanNet,scene0592_00,train/obs_161532,train/obs_161532/metadata.json,obs_003,EASY,0.01,"[128,192]",ScanNet:scene0592,train,False,0,ScanNet,
obs_146838,train,train,ScanNet,scene0592_00,train/obs_146838,train/obs_146838/metadata.json,obs_001,LEARNABLE,0.01,"[128,192]",ScanNet:scene0592,train,False,1,ScanNet,
obs_168469,train,train,ScanNet,scene0513_00,train/obs_168469,train/obs_168469/metadata.json,obs_010,EASY,0.01,"[128,192]",ScanNet:scene0513,train,True,0,ScanNet,
obs_161337,train,train,ScanNet,scene0513_00,train/obs_161337,train/obs_161337/metadata.json,obs_009,EASY,0.01,"[128,192]",ScanNet:scene0513,train,True,1,ScanNet,
obs_151428,train,train,ScanNet,scene0215_00,train/obs_151428,train/obs_151428/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",ScanNet:scene0215,train,True,0,ScanNet,
obs_164631,train,train,ScanNet,scene0215_00,train/obs_164631,train/obs_164631/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0215,train,True,1,ScanNet,
obs_164602,train,train,ScanNet,scene0361_00,train/obs_164602,train/obs_164602/metadata.json,obs_000,EASY,0.01,"[128,192]",ScanNet:scene0361,train,False,0,ScanNet,
obs_161058,train,train,ScanNet,scene0361_00,train/obs_161058,train/obs_161058/metadata.json,obs_013,LEARNABLE,0.01,"[128,192]",ScanNet:scene0361,train,False,1,ScanNet,
obs_150139,train,train,ScanNet,scene0699_00,train/obs_150139,train/obs_150139/metadata.json,obs_018,EASY,0.01,"[128,192]",ScanNet:scene0699,train,False,0,ScanNet,
obs_145642,train,train,ScanNet,scene0699_00,train/obs_145642,train/obs_145642/metadata.json,obs_011,EASY,0.01,"[128,192]",ScanNet:scene0699,train,False,1,ScanNet,
obs_153045,train,train,ScanNet,scene0094_00,train/obs_153045,train/obs_153045/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",ScanNet:scene0094,train,False,0,ScanNet,
obs_145774,train,train,ScanNet,scene0094_00,train/obs_145774,train/obs_145774/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",ScanNet:scene0094,train,False,1,ScanNet,
obs_156434,train,train,ScanNet,scene0702_00,train/obs_156434,train/obs_156434/metadata.json,obs_011,EASY,0.01,"[128,192]",ScanNet:scene0702,train,True,0,ScanNet,
obs_154624,train,train,ScanNet,scene0702_00,train/obs_154624,train/obs_154624/metadata.json,obs_020,EASY,0.01,"[128,192]",ScanNet:scene0702,train,True,1,ScanNet,
obs_169342,train,train,ScanNet,scene0012_02,train/obs_169342,train/obs_169342/metadata.json,obs_015,EASY,0.01,"[128,192]",ScanNet:scene0012,train,True,0,ScanNet,
obs_171321,train,train,ScanNet,scene0012_02,train/obs_171321,train/obs_171321/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",ScanNet:scene0012,train,True,1,ScanNet,
obs_149506,train,train,ScanNet,scene0353_01,train/obs_149506,train/obs_149506/metadata.json,obs_022,EASY,0.01,"[128,192]",ScanNet:scene0353,train,True,0,ScanNet,
obs_163101,train,train,ScanNet,scene0353_02,train/obs_163101,train/obs_163101/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",ScanNet:scene0353,train,True,1,ScanNet,
obs_170579,test,train,ScanNet,scene0575_02,train/obs_170579,train/obs_170579/metadata.json,obs_013,EASY,0.01,"[128,192]",ScanNet:scene0575,train,True,0,ScanNet,
obs_144468,test,train,ScanNet,scene0575_02,train/obs_144468,train/obs_144468/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0575,train,True,1,ScanNet,
obs_145855,train,train,ScanNet,scene0206_02,train/obs_145855,train/obs_145855/metadata.json,obs_001,EASY,0.01,"[128,192]",ScanNet:scene0206,train,True,0,ScanNet,parent_pilot_development
obs_161143,train,train,ScanNet,scene0206_02,train/obs_161143,train/obs_161143/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0206,train,True,1,ScanNet,parent_pilot_development
obs_146580,train,train,ScanNet,scene0687_00,train/obs_146580,train/obs_146580/metadata.json,obs_023,EASY,0.01,"[128,192]",ScanNet:scene0687,train,True,0,ScanNet,
obs_168496,train,train,ScanNet,scene0687_00,train/obs_168496,train/obs_168496/metadata.json,obs_009,LEARNABLE,0.01,"[128,192]",ScanNet:scene0687,train,True,1,ScanNet,
obs_146924,train,train,ScanNet,scene0270_02,train/obs_146924,train/obs_146924/metadata.json,obs_012,EASY,0.01,"[128,192]",ScanNet:scene0270,train,True,0,ScanNet,old_train_or_checkpoint_validation|parent_pilot_development
obs_163845,train,train,ScanNet,scene0270_01,train/obs_163845,train/obs_163845/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0270,train,True,1,ScanNet,old_train_or_checkpoint_validation|parent_pilot_development
obs_167046,train,train,ScanNet,scene0371_00,train/obs_167046,train/obs_167046/metadata.json,obs_012,EASY,0.01,"[128,192]",ScanNet:scene0371,train,True,0,ScanNet,
obs_170740,train,train,ScanNet,scene0371_00,train/obs_170740,train/obs_170740/metadata.json,obs_023,EASY,0.01,"[128,192]",ScanNet:scene0371,train,True,1,ScanNet,
obs_162900,train,train,ScanNet,scene0484_00,train/obs_162900,train/obs_162900/metadata.json,obs_002,EASY,0.01,"[128,192]",ScanNet:scene0484,train,True,0,ScanNet,
obs_154763,train,train,ScanNet,scene0484_01,train/obs_154763,train/obs_154763/metadata.json,obs_003,EASY,0.01,"[128,192]",ScanNet:scene0484,train,True,1,ScanNet,
obs_168629,test,train,ScanNet,scene0644_00,train/obs_168629,train/obs_168629/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",ScanNet:scene0644,train,True,0,ScanNet,
obs_145001,test,train,ScanNet,scene0644_00,train/obs_145001,train/obs_145001/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",ScanNet:scene0644,train,True,1,ScanNet,
obs_164105,train,train,ScanNet,scene0026_00,train/obs_164105,train/obs_164105/metadata.json,obs_020,EASY,0.01,"[128,192]",ScanNet:scene0026,train,False,0,ScanNet,
obs_157967,train,train,ScanNet,scene0026_00,train/obs_157967,train/obs_157967/metadata.json,obs_007,EASY,0.01,"[128,192]",ScanNet:scene0026,train,False,1,ScanNet,
obs_156642,validation,train,ScanNet,scene0061_00,train/obs_156642,train/obs_156642/metadata.json,obs_003,EASY,0.01,"[128,192]",ScanNet:scene0061,train,True,0,ScanNet,
obs_163111,validation,train,ScanNet,scene0061_00,train/obs_163111,train/obs_163111/metadata.json,obs_014,LEARNABLE,0.01,"[128,192]",ScanNet:scene0061,train,True,1,ScanNet,
obs_144610,train,train,ScanNet,scene0625_01,train/obs_144610,train/obs_144610/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0625,train,True,0,ScanNet,
obs_155116,train,train,ScanNet,scene0625_00,train/obs_155116,train/obs_155116/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",ScanNet:scene0625,train,True,1,ScanNet,
obs_165513,train,train,ScanNet,scene0131_01,train/obs_165513,train/obs_165513/metadata.json,obs_005,EASY,0.01,"[128,192]",ScanNet:scene0131,train,True,0,ScanNet,
obs_167354,train,train,ScanNet,scene0131_00,train/obs_167354,train/obs_167354/metadata.json,obs_021,LEARNABLE,0.01,"[128,192]",ScanNet:scene0131,train,True,1,ScanNet,
obs_152089,validation,train,ScanNet,scene0421_00,train/obs_152089,train/obs_152089/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",ScanNet:scene0421,train,True,0,ScanNet,
obs_149581,validation,train,ScanNet,scene0421_00,train/obs_149581,train/obs_149581/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",ScanNet:scene0421,train,True,1,ScanNet,
obs_152959,train,train,ScanNet,scene0590_00,train/obs_152959,train/obs_152959/metadata.json,obs_008,EASY,0.01,"[128,192]",ScanNet:scene0590,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_161673,train,train,ScanNet,scene0590_00,train/obs_161673,train/obs_161673/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0590,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_148075,test,train,ScanNet,scene0545_01,train/obs_148075,train/obs_148075/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",ScanNet:scene0545,train,True,0,ScanNet,
obs_161360,test,train,ScanNet,scene0545_01,train/obs_161360,train/obs_161360/metadata.json,obs_004,LEARNABLE,0.01,"[128,192]",ScanNet:scene0545,train,True,1,ScanNet,
obs_169644,test,train,ScanNet,scene0129_00,train/obs_169644,train/obs_169644/metadata.json,obs_010,LEARNABLE,0.01,"[128,192]",ScanNet:scene0129,train,False,0,ScanNet,
obs_158813,test,train,ScanNet,scene0129_00,train/obs_158813,train/obs_158813/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",ScanNet:scene0129,train,False,1,ScanNet,
obs_146440,train,train,ScanNet,scene0531_00,train/obs_146440,train/obs_146440/metadata.json,obs_002,EASY,0.01,"[128,192]",ScanNet:scene0531,train,False,0,ScanNet,
obs_145624,train,train,ScanNet,scene0531_00,train/obs_145624,train/obs_145624/metadata.json,obs_023,EASY,0.01,"[128,192]",ScanNet:scene0531,train,False,1,ScanNet,
obs_156494,train,train,ScanNet,scene0224_00,train/obs_156494,train/obs_156494/metadata.json,obs_011,LEARNABLE,0.01,"[128,192]",ScanNet:scene0224,train,True,0,ScanNet,
obs_160931,train,train,ScanNet,scene0224_00,train/obs_160931,train/obs_160931/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",ScanNet:scene0224,train,True,1,ScanNet,
obs_169894,test,train,ScanNet,scene0509_02,train/obs_169894,train/obs_169894/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",ScanNet:scene0509,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_165329,validation,train,ScanNet,scene0509_00,train/obs_165329,train/obs_165329/metadata.json,obs_007,LEARNABLE,0.01,"[128,192]",ScanNet:scene0509,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_169779,train,train,ScanNet,scene0089_02,train/obs_169779,train/obs_169779/metadata.json,obs_018,LEARNABLE,0.01,"[128,192]",ScanNet:scene0089,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_143105,train,train,ScanNet,scene0089_02,train/obs_143105,train/obs_143105/metadata.json,obs_020,EASY,0.01,"[128,192]",ScanNet:scene0089,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_159302,train,train,ScanNet,scene0136_02,train/obs_159302,train/obs_159302/metadata.json,obs_017,LEARNABLE,0.01,"[128,192]",ScanNet:scene0136,train,True,0,ScanNet,
obs_150767,train,train,ScanNet,scene0136_02,train/obs_150767,train/obs_150767/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",ScanNet:scene0136,train,True,1,ScanNet,
obs_153323,train,train,ScanNet,scene0005_01,train/obs_153323,train/obs_153323/metadata.json,obs_006,LEARNABLE,0.01,"[128,192]",ScanNet:scene0005,train,True,0,ScanNet,
obs_160307,train,train,ScanNet,scene0005_00,train/obs_160307,train/obs_160307/metadata.json,obs_000,EASY,0.01,"[128,192]",ScanNet:scene0005,train,True,1,ScanNet,
obs_149751,train,train,ScanNet,scene0200_01,train/obs_149751,train/obs_149751/metadata.json,obs_015,EASY,0.01,"[128,192]",ScanNet:scene0200,train,True,0,ScanNet,
obs_142928,train,train,ScanNet,scene0200_01,train/obs_142928,train/obs_142928/metadata.json,obs_022,EASY,0.01,"[128,192]",ScanNet:scene0200,train,True,1,ScanNet,
obs_165604,train,train,ScanNet,scene0597_02,train/obs_165604,train/obs_165604/metadata.json,obs_002,LEARNABLE,0.01,"[128,192]",ScanNet:scene0597,train,True,0,ScanNet,
obs_163794,test,train,ScanNet,scene0597_00,train/obs_163794,train/obs_163794/metadata.json,obs_015,LEARNABLE,0.01,"[128,192]",ScanNet:scene0597,train,True,1,ScanNet,
obs_148130,train,train,ScanNet,scene0051_00,train/obs_148130,train/obs_148130/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",ScanNet:scene0051,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_169019,train,train,ScanNet,scene0051_01,train/obs_169019,train/obs_169019/metadata.json,obs_009,LEARNABLE,0.01,"[128,192]",ScanNet:scene0051,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_160528,train,train,ScanNet,scene0240_00,train/obs_160528,train/obs_160528/metadata.json,obs_005,EASY,0.01,"[128,192]",ScanNet:scene0240,train,False,0,ScanNet,
obs_151846,train,train,ScanNet,scene0240_00,train/obs_151846,train/obs_151846/metadata.json,obs_010,EASY,0.01,"[128,192]",ScanNet:scene0240,train,False,1,ScanNet,
obs_165394,train,train,ScanNet,scene0118_00,train/obs_165394,train/obs_165394/metadata.json,obs_006,EASY,0.01,"[128,192]",ScanNet:scene0118,train,True,0,ScanNet,
obs_159361,train,train,ScanNet,scene0118_00,train/obs_159361,train/obs_159361/metadata.json,obs_017,LEARNABLE,0.01,"[128,192]",ScanNet:scene0118,train,True,1,ScanNet,
obs_166637,test,train,ScanNet,scene0445_00,train/obs_166637,train/obs_166637/metadata.json,obs_013,LEARNABLE,0.01,"[128,192]",ScanNet:scene0445,train,True,0,ScanNet,
obs_165446,test,train,ScanNet,scene0445_00,train/obs_165446,train/obs_165446/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0445,train,True,1,ScanNet,
obs_166160,train,train,ScanNet,scene0152_02,train/obs_166160,train/obs_166160/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",ScanNet:scene0152,train,True,0,ScanNet,
obs_147177,train,train,ScanNet,scene0152_02,train/obs_147177,train/obs_147177/metadata.json,obs_002,EASY,0.01,"[128,192]",ScanNet:scene0152,train,True,1,ScanNet,
obs_167201,validation,train,ScanNet,scene0388_00,train/obs_167201,train/obs_167201/metadata.json,obs_008,EASY,0.01,"[128,192]",ScanNet:scene0388,train,True,0,ScanNet,
obs_150619,validation,train,ScanNet,scene0388_00,train/obs_150619,train/obs_150619/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0388,train,True,1,ScanNet,
obs_157382,validation,train,ScanNet,scene0196_00,train/obs_157382,train/obs_157382/metadata.json,obs_019,LEARNABLE,0.01,"[128,192]",ScanNet:scene0196,train,True,0,ScanNet,
obs_167631,validation,train,ScanNet,scene0196_00,train/obs_167631,train/obs_167631/metadata.json,obs_014,LEARNABLE,0.01,"[128,192]",ScanNet:scene0196,train,True,1,ScanNet,
obs_154587,test,train,ScanNet,scene0086_00,train/obs_154587,train/obs_154587/metadata.json,obs_006,EASY,0.01,"[128,192]",ScanNet:scene0086,train,True,0,ScanNet,
obs_168678,train,train,ScanNet,scene0086_02,train/obs_168678,train/obs_168678/metadata.json,obs_013,EASY,0.01,"[128,192]",ScanNet:scene0086,train,True,1,ScanNet,
obs_154278,train,train,ScanNet,scene0573_00,train/obs_154278,train/obs_154278/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0573,train,True,0,ScanNet,
obs_157146,train,train,ScanNet,scene0573_01,train/obs_157146,train/obs_157146/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",ScanNet:scene0573,train,True,1,ScanNet,
obs_158350,test,train,ScanNet,scene0247_00,train/obs_158350,train/obs_158350/metadata.json,obs_011,LEARNABLE,0.01,"[128,192]",ScanNet:scene0247,train,True,0,ScanNet,
obs_157286,test,train,ScanNet,scene0247_00,train/obs_157286,train/obs_157286/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",ScanNet:scene0247,train,True,1,ScanNet,
obs_152259,test,train,ScanNet,scene0126_02,train/obs_152259,train/obs_152259/metadata.json,obs_020,LEARNABLE,0.01,"[128,192]",ScanNet:scene0126,train,True,0,ScanNet,
obs_169620,test,train,ScanNet,scene0126_02,train/obs_169620,train/obs_169620/metadata.json,obs_003,LEARNABLE,0.01,"[128,192]",ScanNet:scene0126,train,True,1,ScanNet,
obs_146710,train,train,ScanNet,scene0701_01,train/obs_146710,train/obs_146710/metadata.json,obs_007,EASY,0.01,"[128,192]",ScanNet:scene0701,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_143554,train,train,ScanNet,scene0701_01,train/obs_143554,train/obs_143554/metadata.json,obs_009,EASY,0.01,"[128,192]",ScanNet:scene0701,train,True,1,ScanNet,old_train_or_checkpoint_validation
obs_150898,train,train,ScanNet,scene0082_00,train/obs_150898,train/obs_150898/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0082,train,True,0,ScanNet,
obs_145592,train,train,ScanNet,scene0082_00,train/obs_145592,train/obs_145592/metadata.json,obs_020,EASY,0.01,"[128,192]",ScanNet:scene0082,train,True,1,ScanNet,
obs_160709,train,train,ScanNet,scene0372_00,train/obs_160709,train/obs_160709/metadata.json,obs_002,EASY,0.01,"[128,192]",ScanNet:scene0372,train,True,0,ScanNet,
obs_150577,train,train,ScanNet,scene0372_00,train/obs_150577,train/obs_150577/metadata.json,obs_003,EASY,0.01,"[128,192]",ScanNet:scene0372,train,True,1,ScanNet,
obs_154644,test,train,ScanNet,scene0559_00,train/obs_154644,train/obs_154644/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0559,train,True,0,ScanNet,
obs_159485,train,train,ScanNet,scene0559_01,train/obs_159485,train/obs_159485/metadata.json,obs_009,EASY,0.01,"[128,192]",ScanNet:scene0559,train,True,1,ScanNet,
obs_163209,train,train,ScanNet,scene0276_01,train/obs_163209,train/obs_163209/metadata.json,obs_012,LEARNABLE,0.01,"[128,192]",ScanNet:scene0276,train,True,0,ScanNet,
obs_147659,train,train,ScanNet,scene0276_01,train/obs_147659,train/obs_147659/metadata.json,obs_015,EASY,0.01,"[128,192]",ScanNet:scene0276,train,True,1,ScanNet,
obs_150131,test,train,ScanNet,scene0596_00,train/obs_150131,train/obs_150131/metadata.json,obs_013,EASY,0.01,"[128,192]",ScanNet:scene0596,train,True,0,ScanNet,
obs_152585,validation,train,ScanNet,scene0596_01,train/obs_152585,train/obs_152585/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0596,train,True,1,ScanNet,
obs_159618,train,train,ScanNet,scene0176_00,train/obs_159618,train/obs_159618/metadata.json,obs_005,LEARNABLE,0.01,"[128,192]",ScanNet:scene0176,train,False,0,ScanNet,
obs_153314,train,train,ScanNet,scene0176_00,train/obs_153314,train/obs_153314/metadata.json,obs_002,EASY,0.01,"[128,192]",ScanNet:scene0176,train,False,1,ScanNet,
obs_164463,train,train,ScanNet,scene0584_00,train/obs_164463,train/obs_164463/metadata.json,obs_013,LEARNABLE,0.01,"[128,192]",ScanNet:scene0584,train,True,0,ScanNet,
obs_165756,train,train,ScanNet,scene0584_02,train/obs_165756,train/obs_165756/metadata.json,obs_008,LEARNABLE,0.01,"[128,192]",ScanNet:scene0584,train,True,1,ScanNet,
obs_158952,validation,train,ScanNet,scene0368_01,train/obs_158952,train/obs_158952/metadata.json,obs_013,EASY,0.01,"[128,192]",ScanNet:scene0368,train,False,0,ScanNet,
obs_143816,train,train,ScanNet,scene0368_00,train/obs_143816,train/obs_143816/metadata.json,obs_023,LEARNABLE,0.01,"[128,192]",ScanNet:scene0368,train,False,1,ScanNet,
obs_161237,train,train,ScanNet,scene0001_00,train/obs_161237,train/obs_161237/metadata.json,obs_016,LEARNABLE,0.01,"[128,192]",ScanNet:scene0001,train,True,0,ScanNet,old_train_or_checkpoint_validation
obs_150009,train,train,ScanNet,scene0001_00,train/obs_150009,train/obs_150009/metadata.json,obs_000,LEARNABLE,0.01,"[128,192]",ScanNet:scene0001,train,True,1,ScanNet,old_train_or_checkpoint_validation
